id,book_id,timestamp
1,1,2025-04-01T12:39:25.996781
2,2,2025-04-01T12:40:09.291950
3,1,2025-04-01T13:52:53.479686
4,1,2025-04-01T14:50:56.580547
5,1,2025-04-01T14:51:37.377179
6,1,2025-04-01T14:54:43.319043
7,1,2025-04-01T14:59:37.935134
8,1,2025-04-01T15:03:11.715063
9,2,2025-04-01T15:53:51.587486
10,2,2025-04-01T15:53:55.516113
